batch,accuracy
1,0.42632850241545894
2,0.3031400966183575
3,0.23067632850241546
4,0.4311594202898551
5,0.3719806763285024
6,0.41183574879227053
7,0.36835748792270534
8,0.34541062801932365
9,0.2524154589371981
10,0.32004830917874394
11,0.3176328502415459
12,0.4359903381642512
13,0.39009661835748793
14,0.3248792270531401
15,0.29106280193236717
16,0.3719806763285024
17,0.23067632850241546
18,0.33454106280193235
19,0.3502415458937198
20,0.39009661835748793
21,0.42028985507246375
22,0.39855072463768115
23,0.3997584541062802
24,0.357487922705314
25,0.48188405797101447
26,0.4214975845410628
27,0.34299516908212563
28,0.463768115942029
29,0.37318840579710144
30,0.4033816425120773
31,0.40458937198067635
32,0.463768115942029
33,0.4335748792270531
34,0.40458937198067635
35,0.4166666666666667
36,0.46256038647342995
37,0.46980676328502413
38,0.428743961352657
39,0.4577294685990338
40,0.47101449275362317
41,0.4142512077294686
42,0.42995169082125606
43,0.45652173913043476
44,0.43719806763285024
45,0.4553140096618358
46,0.46859903381642515
47,0.45893719806763283
48,0.39009661835748793
49,0.46980676328502413
50,0.4227053140096618
51,0.49516908212560384
52,0.4420289855072464
53,0.49033816425120774
54,0.4806763285024155
55,0.5241545893719807
56,0.46859903381642515
57,0.5217391304347826
58,0.4830917874396135
59,0.428743961352657
60,0.45169082125603865
61,0.40700483091787437
62,0.4673913043478261
63,0.46618357487922707
64,0.47705314009661837
65,0.4251207729468599
66,0.46618357487922707
67,0.46256038647342995
68,0.5024154589371981
69,0.4190821256038647
70,0.4323671497584541
71,0.4553140096618358
72,0.4782608695652174
73,0.4830917874396135
74,0.463768115942029
75,0.4758454106280193
76,0.47101449275362317
77,0.4855072463768116
78,0.47705314009661837
79,0.4673913043478261
80,0.46859903381642515
81,0.5193236714975845
82,0.5084541062801933
83,0.47946859903381644
84,0.48429951690821255
85,0.4492753623188406
86,0.463768115942029
87,0.4782608695652174
88,0.4420289855072464
89,0.4420289855072464
90,0.4311594202898551
91,0.4867149758454106
92,0.5
93,0.4782608695652174
94,0.4758454106280193
95,0.4746376811594203
96,0.4915458937198068
97,0.47342995169082125
98,0.47342995169082125
99,0.48792270531400966
100,0.4528985507246377
101,0.4855072463768116
102,0.5060386473429952
103,0.49516908212560384
104,0.4746376811594203
105,0.45410628019323673
106,0.4782608695652174
107,0.4855072463768116
108,0.5024154589371981
109,0.4468599033816425
110,0.5
111,0.47342995169082125
112,0.4891304347826087
113,0.48792270531400966
114,0.48792270531400966
115,0.5217391304347826
116,0.4915458937198068
117,0.4867149758454106
118,0.5048309178743962
119,0.4915458937198068
120,0.4867149758454106
121,0.4577294685990338
122,0.4855072463768116
123,0.463768115942029
124,0.4867149758454106
125,0.4891304347826087
126,0.4492753623188406
127,0.49033816425120774
128,0.48792270531400966
129,0.49033816425120774
130,0.48792270531400966
131,0.4867149758454106
132,0.4855072463768116
133,0.4806763285024155
134,0.49033816425120774
135,0.463768115942029
136,0.5072463768115942
137,0.4939613526570048
138,0.49033816425120774
139,0.4746376811594203
140,0.43719806763285024
141,0.4891304347826087
142,0.4915458937198068
143,0.4927536231884058
144,0.4891304347826087
145,0.49033816425120774
146,0.46980676328502413
147,0.4915458937198068
148,0.4613526570048309
149,0.49033816425120774
150,0.4855072463768116
151,0.4891304347826087
152,0.4746376811594203
153,0.47342995169082125
154,0.49033816425120774
155,0.4939613526570048
156,0.4939613526570048
157,0.4915458937198068
158,0.4891304347826087
159,0.4758454106280193
160,0.49516908212560384
161,0.49033816425120774
162,0.47101449275362317
163,0.49033816425120774
164,0.4939613526570048
165,0.47946859903381644
166,0.4746376811594203
167,0.4939613526570048
168,0.4963768115942029
169,0.4927536231884058
170,0.4915458937198068
171,0.48188405797101447
172,0.4891304347826087
173,0.4915458937198068
174,0.49033816425120774
175,0.4891304347826087
176,0.47946859903381644
177,0.4975845410628019
178,0.4975845410628019
179,0.4927536231884058
180,0.48188405797101447
181,0.4975845410628019
