batch,accuracy
1,0.136986301369863
2,0.136986301369863
3,0.136986301369863
4,0.136986301369863
5,0.136986301369863
6,0.136986301369863
7,0.136986301369863
8,0.136986301369863
9,0.4178082191780822
10,0.6575342465753424
11,0.6575342465753424
12,0.6575342465753424
13,0.6575342465753424
14,0.6575342465753424
15,0.6575342465753424
16,0.6575342465753424
17,0.6575342465753424
18,0.6575342465753424
19,0.6575342465753424
20,0.6575342465753424
21,0.6575342465753424
22,0.6575342465753424
23,0.6575342465753424
24,0.6575342465753424
25,0.6575342465753424
26,0.6575342465753424
27,0.6575342465753424
28,0.6575342465753424
29,0.6575342465753424
30,0.6575342465753424
31,0.6575342465753424
32,0.6575342465753424
33,0.6575342465753424
34,0.6575342465753424
35,0.6575342465753424
36,0.6575342465753424
37,0.6575342465753424
38,0.6575342465753424
39,0.6575342465753424
40,0.6575342465753424
41,0.6575342465753424
42,0.6575342465753424
43,0.6575342465753424
44,0.6575342465753424
45,0.6575342465753424
46,0.6575342465753424
47,0.6575342465753424
48,0.6575342465753424
49,0.6575342465753424
50,0.6575342465753424
51,0.6575342465753424
52,0.6575342465753424
53,0.6575342465753424
54,0.6575342465753424
55,0.6575342465753424
56,0.6575342465753424
57,0.6575342465753424
58,0.6575342465753424
59,0.6575342465753424
60,0.6575342465753424
61,0.6575342465753424
62,0.6575342465753424
63,0.6575342465753424
64,0.6575342465753424
65,0.6575342465753424
66,0.6575342465753424
67,0.6575342465753424
68,0.6575342465753424
69,0.6575342465753424
70,0.6575342465753424
71,0.6575342465753424
72,0.6575342465753424
73,0.6575342465753424
74,0.6575342465753424
75,0.6575342465753424
76,0.6575342465753424
77,0.6575342465753424
78,0.6575342465753424
79,0.6575342465753424
80,0.6575342465753424
81,0.6575342465753424
82,0.6575342465753424
83,0.6575342465753424
84,0.6575342465753424
85,0.6575342465753424
86,0.6575342465753424
87,0.6575342465753424
88,0.6575342465753424
89,0.6575342465753424
90,0.6575342465753424
91,0.6575342465753424
92,0.6575342465753424
93,0.6575342465753424
94,0.6575342465753424
95,0.6575342465753424
96,0.6575342465753424
97,0.6575342465753424
98,0.6575342465753424
99,0.6575342465753424
100,0.6575342465753424
101,0.6575342465753424
102,0.6575342465753424
103,0.6575342465753424
104,0.6575342465753424
105,0.6575342465753424
106,0.6575342465753424
107,0.6575342465753424
108,0.6575342465753424
109,0.6575342465753424
110,0.6575342465753424
111,0.6575342465753424
112,0.6575342465753424
113,0.6575342465753424
114,0.6575342465753424
115,0.6575342465753424
116,0.6575342465753424
117,0.6575342465753424
118,0.6575342465753424
119,0.6575342465753424
120,0.6575342465753424
121,0.6575342465753424
122,0.6575342465753424
123,0.6575342465753424
124,0.6575342465753424
125,0.6575342465753424
126,0.6575342465753424
127,0.6575342465753424
128,0.6575342465753424
129,0.6575342465753424
130,0.6575342465753424
131,0.6575342465753424
132,0.6575342465753424
133,0.6575342465753424
134,0.6575342465753424
135,0.6575342465753424
136,0.6575342465753424
137,0.6575342465753424
138,0.6575342465753424
139,0.6575342465753424
140,0.6575342465753424
141,0.6575342465753424
142,0.6575342465753424
143,0.6575342465753424
144,0.6575342465753424
145,0.6575342465753424
146,0.6575342465753424
147,0.6575342465753424
148,0.6575342465753424
149,0.6575342465753424
150,0.6575342465753424
151,0.6575342465753424
152,0.6575342465753424
153,0.6575342465753424
154,0.6575342465753424
155,0.6575342465753424
156,0.6575342465753424
157,0.6575342465753424
158,0.6575342465753424
159,0.6575342465753424
160,0.6575342465753424
161,0.6575342465753424
162,0.6575342465753424
163,0.6575342465753424
164,0.6575342465753424
165,0.6575342465753424
166,0.6575342465753424
167,0.6575342465753424
168,0.6575342465753424
169,0.6575342465753424
170,0.6575342465753424
171,0.6575342465753424
172,0.6575342465753424
173,0.6575342465753424
174,0.6575342465753424
175,0.6575342465753424
176,0.6575342465753424
177,0.6575342465753424
178,0.6575342465753424
179,0.6575342465753424
180,0.6575342465753424
181,0.6575342465753424
182,0.6575342465753424
183,0.6575342465753424
184,0.6575342465753424
185,0.6575342465753424
186,0.6575342465753424
187,0.6575342465753424
188,0.6575342465753424
189,0.6575342465753424
190,0.6575342465753424
191,0.6575342465753424
192,0.6575342465753424
193,0.6575342465753424
194,0.6575342465753424
195,0.6575342465753424
196,0.6575342465753424
197,0.6575342465753424
198,0.6575342465753424
199,0.6575342465753424
200,0.6575342465753424
