batch,accuracy
92,0.2971014492753623
93,0.21859903381642512
94,0.4553140096618358
95,0.2995169082125604
96,0.13647342995169082
97,0.24879227053140096
98,0.20772946859903385
99,0.32125603864734303
100,0.4190821256038647
101,0.26811594202898553
102,0.3333333333333333
103,0.27657004830917875
104,0.22342995169082125
105,0.4057971014492754
106,0.3285024154589372
107,0.3997584541062802
108,0.24396135265700486
109,0.22342995169082125
110,0.286231884057971
111,0.26811594202898553
112,0.3695652173913043
113,0.25966183574879226
114,0.23309178743961356
115,0.3043478260869565
116,0.2318840579710145
117,0.3671497584541063
118,0.2004830917874396
119,0.22342995169082125
120,0.3671497584541063
121,0.38768115942028986
122,0.3115942028985507
123,0.3079710144927536
124,0.2113526570048309
125,0.2669082125603865
126,0.2318840579710145
127,0.25483091787439616
128,0.2741545893719807
129,0.27294685990338163
130,0.2560386473429952
131,0.21014492753623187
132,0.3502415458937198
133,0.22342995169082125
134,0.2475845410628019
135,0.32367149758454106
136,0.21014492753623187
137,0.2270531400966184
138,0.3985507246376812
139,0.3393719806763285
140,0.285024154589372
141,0.21256038647342995
142,0.28743961352657005
143,0.31280193236714976
144,0.2922705314009662
145,0.3780193236714976
146,0.37077294685990336
147,0.2983091787439613
148,0.25966183574879226
149,0.2705314009661836
150,0.2258454106280193
151,0.21980676328502416
152,0.32004830917874394
153,0.4734299516908213
154,0.2693236714975845
155,0.2886473429951691
156,0.2584541062801932
157,0.25966183574879226
158,0.2922705314009662
159,0.3103864734299517
160,0.3538647342995169
161,0.27294685990338163
162,0.2983091787439613
163,0.43478260869565216
164,0.2246376811594203
165,0.2753623188405797
166,0.3538647342995169
167,0.23671497584541065
168,0.2294685990338164
169,0.3393719806763285
170,0.2113526570048309
171,0.2971014492753623
172,0.23671497584541065
173,0.2838164251207729
174,0.2971014492753623
175,0.3019323671497585
176,0.3502415458937198
177,0.31521739130434784
178,0.22826086956521735
179,0.355072463768116
180,0.4142512077294686
181,0.3309178743961353
182,0.3103864734299517
183,0.3828502415458937
184,0.3864734299516908
185,0.24879227053140096
186,0.2705314009661836
187,0.3804347826086957
188,0.32367149758454106
189,0.2475845410628019
190,0.3852657004830918
191,0.3840579710144928
192,0.3997584541062802
193,0.2753623188405797
194,0.25
195,0.25483091787439616
196,0.4033816425120773
197,0.2910628019323672
198,0.286231884057971
199,0.27898550724637683
200,0.28743961352657005
201,0.32367149758454106
202,0.3285024154589372
203,0.23309178743961356
204,0.2536231884057971
205,0.3840579710144928
206,0.20531400966183572
207,0.2910628019323672
208,0.4118357487922705
209,0.27898550724637683
210,0.2560386473429952
211,0.26570048309178745
212,0.25
213,0.2536231884057971
214,0.19806763285024154
215,0.3502415458937198
216,0.2826086956521739
217,0.3043478260869565
218,0.2741545893719807
219,0.34541062801932365
220,0.18840579710144928
221,0.23067632850241546
222,0.2886473429951691
223,0.3055555555555556
224,0.4082125603864734
225,0.3019323671497585
226,0.30676328502415456
227,0.34541062801932365
228,0.3164251207729469
229,0.27898550724637683
230,0.25966183574879226
231,0.2560386473429952
232,0.28743961352657005
233,0.3743961352657005
234,0.2910628019323672
235,0.21256038647342995
236,0.285024154589372
237,0.3079710144927536
238,0.2524154589371981
239,0.2608695652173913
240,0.26570048309178745
241,0.2983091787439613
242,0.3115942028985507
243,0.2826086956521739
244,0.2753623188405797
245,0.32367149758454106
246,0.2632850241545894
247,0.30917874396135264
248,0.3188405797101449
249,0.3840579710144928
250,0.26570048309178745
251,0.3103864734299517
252,0.25966183574879226
253,0.31280193236714976
254,0.3248792270531401
255,0.26570048309178745
256,0.2717391304347826
257,0.37922705314009664
258,0.3333333333333333
259,0.2113526570048309
260,0.2270531400966184
261,0.2995169082125604
262,0.26207729468599034
263,0.3635265700483092
264,0.2463768115942029
265,0.2041062801932367
266,0.4504830917874396
267,0.2983091787439613
268,0.21618357487922704
269,0.3031400966183575
270,0.2886473429951691
271,0.2741545893719807
272,0.3478260869565217
273,0.21980676328502416
274,0.2403381642512077
275,0.2886473429951691
276,0.2427536231884058
277,0.27294685990338163
278,0.3115942028985507
279,0.33454106280193235
280,0.2898550724637681
281,0.3756038647342995
282,0.26207729468599034
283,0.2838164251207729
284,0.29347826086956524
285,0.24879227053140096
286,0.3176328502415459
287,0.2717391304347826
288,0.3526570048309179
289,0.2971014492753623
290,0.2572463768115942
291,0.23671497584541065
292,0.2910628019323672
293,0.2838164251207729
294,0.2644927536231884
295,0.31521739130434784
296,0.2753623188405797
297,0.31521739130434784
298,0.2922705314009662
299,0.3285024154589372
300,0.30676328502415456
301,0.2536231884057971
302,0.2403381642512077
303,0.3043478260869565
304,0.30917874396135264
305,0.3272946859903382
306,0.322463768115942
307,0.32125603864734303
308,0.3043478260869565
309,0.3248792270531401
310,0.30917874396135264
311,0.3393719806763285
312,0.3248792270531401
313,0.3695652173913043
314,0.2826086956521739
315,0.2958937198067633
316,0.21980676328502416
317,0.3272946859903382
318,0.286231884057971
319,0.3007246376811594
320,0.3333333333333333
321,0.3333333333333333
322,0.27294685990338163
323,0.322463768115942
324,0.2560386473429952
325,0.2753623188405797
326,0.3333333333333333
327,0.3043478260869565
328,0.285024154589372
329,0.3611111111111111
330,0.2246376811594203
331,0.2946859903381642
332,0.3442028985507246
333,0.23429951690821255
334,0.2826086956521739
335,0.3188405797101449
336,0.3031400966183575
337,0.2741545893719807
338,0.3478260869565217
339,0.30676328502415456
340,0.25
341,0.2910628019323672
342,0.32367149758454106
343,0.2886473429951691
344,0.3115942028985507
345,0.30917874396135264
346,0.30676328502415456
347,0.3055555555555556
348,0.34541062801932365
349,0.3055555555555556
350,0.3019323671497585
351,0.3031400966183575
352,0.2753623188405797
353,0.2632850241545894
354,0.2741545893719807
355,0.2898550724637681
356,0.2572463768115942
357,0.32125603864734303
358,0.32125603864734303
359,0.30676328502415456
360,0.3309178743961353
361,0.3333333333333333
362,0.2753623188405797
363,0.2898550724637681
364,0.3140096618357488
365,0.2403381642512077
366,0.2451690821256039
367,0.2572463768115942
368,0.31280193236714976
369,0.2705314009661836
370,0.25483091787439616
371,0.3031400966183575
372,0.2693236714975845
373,0.3043478260869565
374,0.3103864734299517
375,0.286231884057971
376,0.2971014492753623
377,0.286231884057971
378,0.322463768115942
379,0.32004830917874394
380,0.3140096618357488
381,0.2536231884057971
382,0.31521739130434784
383,0.3019323671497585
384,0.2777777777777778
385,0.3176328502415459
386,0.31280193236714976
387,0.3007246376811594
388,0.3140096618357488
389,0.355072463768116
390,0.2995169082125604
391,0.32125603864734303
392,0.3502415458937198
393,0.2777777777777778
394,0.27657004830917875
395,0.3309178743961353
396,0.30917874396135264
397,0.3321256038647343
398,0.31280193236714976
399,0.2958937198067633
400,0.322463768115942
